2330,2650,2170,1690,2010,2490
2334,2654,2174,1694,2014,2494
2338,2658,2178,1698,2018,2498
2342,2662,2182,1702,2022,2502
2346,2666,2186,1706,2026,2506
2350,2670,2190,1710,2030,2510
2354,2674,2194,1714,2034,2514
2358,2678,2198,1718,2038,2518
2362,2682,2202,1722,2042,2522
2366,2686,2206,1726,2046,2526
2370,2690,2210,1730,2050,2530
2374,2694,2214,1734,2054,2534
2378,2698,2218,1738,2058,2538
2382,2702,2222,1742,2062,2542
2386,2706,2226,1746,2066,2546
2390,2710,2230,1750,2070,2550
2394,2714,2234,1754,2074,2554
2398,2718,2238,1758,2078,2558
2402,2722,2242,1762,2082,2562
2406,2726,2246,1766,2086,2566
2409,2729,2249,1769,2089,2569
2413,2733,2253,1773,2093,2573
2417,2737,2257,1777,2097,2577
2421,2741,2261,1781,2101,2581
2425,2745,2265,1785,2105,2585
2429,2749,2269,1789,2109,2589
2433,2753,2273,1793,2113,2593
2437,2757,2277,1797,2117,2597
2441,2761,2281,1801,2121,2601
2445,2765,2285,1805,2125,2605
2449,2769,2289,1809,2129,2609
2453,2773,2293,1813,2133,2613
2457,2777,2297,1817,2137,2617
2461,2781,2301,1821,2141,2621
2465,2785,2305,1825,2145,2625
2469,2789,2309,1829,2149,2629
2473,2793,2313,1833,2153,2633
2477,2797,2317,1837,2157,2637
2481,2801,2321,1841,2161,2641
2485,2805,2325,1845,2165,2645
